time,yawP1,yawI1,yawD1,yawErr1,yawO1,yawP2,yawI2,yawD2,yawErr2,yawO2,pitchP1,pitchI1,pitchD1,pitchErr1,pitchO1,pitchP2,pitchI2,pitchD2,pitchErr2,pitchO2,rollP1,rollI1,rollD1,rollErr1,rollO1,rollP2,rollI2,rollD2,rollErr2,rollO2,yawErrAbs,yawAngVelpitchErrAbs,pitchAngVel
0.0599999986588955, -0.0385830209589877, 0, 0, -0.0482287761987346, -0.0385830209589877, 0.0251924498937191, 0, 0, 0.0419874164895319, 0.0251924498937191, -0.00493286954176127, 0, 0, -0.00616608692720159, -0.00493286954176127, 0.00383493610057809, 0, 0, 0.00639156016763015, 0.00383493610057809, 0, 0, 0, 0, 0, -0.000119757594440587, 0, 0, -0.000598787972202937, -0.000119757594440587, 0.0482287761987346, 0.00340439553054423, 0.00616608692720159, 0.00145869062586888
0.119999997317791, -0.0360167604522363, -0.000216100557883194, 0.0085542018803725, -0.0450209505652954, -0.027678659129747, 0.0104463446507459, 0.000396961087855571, -0.00455749351599508, 0.0174105744179098, 0.00628581222260636, 0.00191589355781251, 1.53271481199116E-05, 0.0171219081316389, 0.00239486694726563, 0.0190531288375713, -0.0443198165522276, -0.0016841529913409, -0.0187573079888175, -0.0738663609203794, -0.064761277532386, 0, 0, 0, 0, 0, -0.0238896433120597, -0.000143337856668507, -0.00990411927038227, -0.119448216560298, -0.0339371004391105, 0.0450209505652954, -0.0102680847118372, -0.00239486694726563, -0.0548132320828081
0.179999995976686, -0.0365700130930067, -0.000435520631536813, -0.00184417551045504, -0.0457125163662583, -0.0388497092349985, 0.0257997236998165, 0.00137735056653518, 0.00480597176626613, 0.0429995394996941, 0.0319830460326178, 0.0051569968719533, 4.62691286600242E-05, 0.0108036779552837, 0.00644624608994163, 0.016006943955897, -0.03902699499676, -0.00316717876806957, 0.0019250615021746, -0.0650449916612667, -0.040269112262655, 0, 0, 0, 0, 0, -0.0220836814537106, -0.000275839942429118, 0.000752484124464797, -0.110418407268553, -0.0216070372716749, 0.0457125163662583, 0.00414983026469562, -0.00644624608994163, -0.0490380477053697
0.239999994635582, -0.036439935442033, -0.000654160239302035, 0.0004335921796037, -0.0455499193025413, -0.0366605035017314, 0.0207777009481695, 0.00216690318491775, -0.00206027744143229, 0.0346295015802825, 0.0208843266916549, 0.00840992934782019, 9.67287036190859E-05, 0.010843108495252, 0.0105124116847752, 0.0193497665466913, -0.0374831488863002, -0.00459153839391206, 0.00197196652459709, -0.0624719148105003, -0.0401027207556152, 0, 0, 0, 0, 0, -0.0209836618887875, -0.000401741910947715, 0.000458341495629325, -0.104918309443938, -0.0209270623041059, 0.0455499193025413, -0.00203100192144888, -0.0105124116847752, -0.0431221482638091
0.299999993294477, -0.0359933963940617, -0.000870120612839315, 0.00148846352650748, -0.0449917454925771, -0.0353750534803935, 0.0168848684446283, 0.00280852817147219, -0.00173420142250605, 0.0281414474077138, 0.0179591951935944, 0.0107461999128643, 0.000161205901655094, 0.0077875687242127, 0.0134327498910804, 0.0186949745387321, -0.0295711448862991, -0.00571524187447469, 0.00417729386849509, -0.0492852414771652, -0.0311090928922787, 0, 0, 0, 0, 0, -0.0187990415895657, -0.000514536157963961, 0.000910258478354974, -0.0939952079478283, -0.0184033192691746, 0.0449917454925771, -0.00723360607267975, -0.0134327498910804, -0.0305902669384332
0.359999991953373, -0.0349576333368562, -0.00107986640817227, 0.00345254360118881, -0.0436970416710702, -0.0325849561438396, 0.0100921351699811, 0.00319202929935955, -0.00284370832618118, 0.0168202252833018, 0.0104404561431595, 0.0122291153211623, 0.000234580591942015, 0.00494305147147915, 0.0152863941514529, 0.0174067473845834, -0.0216615795260855, -0.00653838187806733, 0.00396479401513366, -0.0361026325434758, -0.0242351673890192, 0, 0, 0, 0, 0, -0.0165312437249201, -0.000613723618096469, 0.000944915798056155, -0.0826562186246006, -0.0162000515449604, 0.0436970416710702, -0.0157647308605378, -0.0152863941514529, -0.0186958851588924
0.419999990612268, -0.0334163718357034, -0.001280364634705, 0.00513753845200886, -0.0417704647946292, -0.0295591980183995, 0.00432375948105078, 0.00335633215596702, -0.00219606716778941, 0.00720626580175129, 0.00548402446922839, 0.0129236453891648, 0.000312122462543808, 0.00231510027842166, 0.016154556736456, 0.0155508681301303, -0.014077553954194, -0.0070733289163697, 0.00359472120213695, -0.0234625899236566, -0.0175561616684267, 0, 0, 0, 0, 0, -0.0144493307296207, -0.000700419600536387, 0.000867463767430759, -0.0722466536481034, -0.0142822865627263, 0.0417704647946292, -0.0223529322166482, -0.016154556736456, -0.00791172179352634
0.479999989271164, -0.0314628728455191, -0.00146914186755862, 0.00651166344616122, -0.0393285910568989, -0.0264203512669165, -0.000794422589265324, 0.0033261440982497, -0.00179715227318409, -0.00132403764877554, 0.000734569235800279, 0.0129578346809396, 0.000389869468891665, 0.000113964308463291, 0.0161972933511745, 0.0134616684582946, -0.0074630881270106, -0.00735692625885721, 0.00297830341328246, -0.0124384802116843, -0.0118417109725853, 0, 0, 0, 0, 0, -0.0124418579042253, -0.000775070746293156, 0.000836447029277449, -0.0622092895211266, -0.012380481621241, 0.0393285910568989, -0.0277443889156921, -0.0161972933511745, 0.00102318824661025
0.539999987930059, -0.0292393432155763, -0.00164457792293077, 0.00741176559880857, -0.0365491790194704, -0.0234721555396985, -0.00467609724869829, 0.00314845240677088, -0.00117375403906999, -0.00779349541449716, -0.0027013988809974, 0.012506842454597, 0.000464910521941949, -0.00150330745474356, 0.0156335530682463, 0.0114684455217954, -0.00252605642351762, -0.00745291640080533, 0.0020783877917853, -0.00421009403919603, -0.00790058503253765, 0, 0, 0, 0, 0, -0.0105460341993102, -0.000838346950074684, 0.000789926561370849, -0.0527301709965512, -0.0105944545880141, 0.0365491790194704, -0.0312656509541957, -0.0156335530682463, 0.00725835148259938
0.599999986588955, -0.0268747301043647, -0.00180582629995278, 0.00788204388021624, -0.0335934126304558, -0.0207985125241012, -0.00744252172212378, 0.0028656365876516, -0.000645688161136201, -0.0124042028702063, -0.00522257329560838, 0.0116523898723327, 0.000534824859613238, -0.0028481753378762, 0.0145654873404158, 0.0093390393940697, 0.00175564387948062, -0.00738620193487625, 0.00166892038528262, 0.0029260731324677, -0.00396163767011302, 0, 0, 0, 0, 0, -0.00876087032767283, -0.000890912170865797, 0.000743818296474557, -0.0438043516383642, -0.00890796420206407, 0.0335934126304558, -0.0332027153943075, -0.0145654873404158, 0.0122651125265374
0.65999998524785, -0.0244706625949916, -0.00195265027224096, 0.00801355854369391, -0.0305883282437395, -0.0184097543235386, -0.00893300705013722, 0.00252618232733378, -3.17946716417171E-05, -0.014888345083562, -0.00643861939444515, 0.0105842317193644, 0.000598330248509968, -0.00356052725614477, 0.0132302896492055, 0.00762203471172962, 0.00452759062912756, -0.00721415349481499, 0.000967635543985506, 0.00754598438187927, -0.00171892732170192, 0, 0, 0, 0, 0, -0.00699154831735291, -0.000932861459832274, 0.000737217520778061, -0.0349577415867646, -0.00718719225640713, 0.0305883282437395, -0.0332980994071007, -0.0132302896492055, 0.0151680190936089
0.719999983906746, -0.0221196799360518, -0.00208536834889079, 0.00783660903829454, -0.0276495999200647, -0.016368439246648, -0.00968716016045789, 0.00215807024946433, 0.000261464414629571, -0.0161452669340965, -0.00726762549636398, 0.00934227830315738, 0.000654383917076015, -0.00413984481322289, 0.0116778478789467, 0.0058568174070105, 0.00709567663139721, -0.00694451778884872, 0.000838308696203311, 0.0118261277189953, 0.000989467538751799, 0, 0, 0, 0, 0, -0.00551886119988628, -0.000965974626291455, 0.000613619645993232, -0.0275943059994314, -0.0058712161801845, 0.0276495999200647, -0.0325137061807445, -0.0116778478789467, 0.0176829451260059
0.779999982565641, -0.0198603467406609, -0.00220453042667127, 0.00753111081963644, -0.0248254334258261, -0.0145337663476957, -0.0098169718226508, 0.0017850253285418, 0.000539440054934352, -0.016361619704418, -0.00749250643917464, 0.00801484731856695, 0.000702472999912542, -0.00442477004753609, 0.0100185591482087, 0.0042925502709434, 0.00851290905420334, -0.00662102725201957, 0.000265928973258349, 0.0141881817570056, 0.00215781077544212, 0, 0, 0, 0, 0, -0.00405534623372389, -0.000990306703149934, 0.000609797916197708, -0.0202767311686194, -0.00443585502067611, 0.0248254334258261, -0.0308953860521137, -0.0100185591482087, 0.018480732027949
0.839999981224537, -0.017774968640049, -0.00231118023612776, 0.00695126049074588, -0.0222187108000612, -0.0131348883854308, -0.00934646009587241, 0.00142985985283722, 0.000727688074119168, -0.0155774334931207, -0.00718891216891602, 0.00667467588207253, 0.000742521054309833, -0.0044672382214986, 0.00834334485259067, 0.00294995871488377, 0.00951442395642227, -0.00625947914975675, 0.00010886665164622, 0.0158573732607038, 0.00336381145831174, 0, 0, 0, 0, 0, -0.00278275854163806, -0.00100700325402657, 0.000530244883554323, -0.0139137927081903, -0.00325951691211031, 0.0222187108000612, -0.0287123218785515, -0.00834334485259067, 0.0188073319755876
0.899999979883432, -0.0158330688748556, -0.00240617864725351, 0.00647299936199417, -0.0197913360935694, -0.0117662481601149, -0.00881619424613343, 0.00109484447897233, 0.000750805563964336, -0.0146936570768891, -0.00697054420319677, 0.00536073433298136, 0.000774685459588791, -0.00437980526153351, 0.0067009179162267, 0.00175561453103665, 0.00999251207697343, -0.00587976369931907, -0.000132510219493561, 0.0166541867949557, 0.00398023815816081, 0, 0, 0, 0, 0, -0.00173525377662491, -0.0010174147764536, 0.000436460328511128, -0.00867626888312457, -0.00231620822456738, 0.0197913360935694, -0.0264599052370039, -0.0067009179162267, 0.0184098013259924
0.959999978542328, -0.0140897263264311, -0.00249071700332252, 0.00581114195797067, -0.0176121579080389, -0.010769301371783, -0.00807556031976304, 0.000787973193680439, 0.000743778905163394, -0.0134592671996051, -0.00654380822091921, 0.00413852669784568, 0.000799516619220846, -0.00407402554151384, 0.0051731583723071, 0.000864017775552684, 0.00952233694434047, -0.00551791490352208, -0.000558407337994343, 0.0158705615739008, 0.00344601470282405, 0, 0, 0, 0, 0, -0.000749265346394563, -0.00102191036843148, 0.000410828521778712, -0.00374632673197282, -0.00136034719304733, 0.0176121579080389, -0.024228568571388, -0.0051731583723071, 0.0167345793494535
1.01999997720122, -0.0125147150273583, -0.00256580529180832, 0.00525003778092335, -0.0156433937841979, -0.0098304825382433, -0.00681612416647083, 0.000528960481143933, 0.00101262638564286, -0.011360206944118, -0.00527453729968404, 0.0029597304090858, 0.00081727500127843, -0.00392932105036011, 0.00369966301135725, -0.000152315639995884, 0.00960071997752921, -0.0051530875525305, -0.000295231682232497, 0.0160011999625487, 0.00415240074276622, 0, 0, 0, 0, 0, 0.000105956278484079, -0.00102127463077479, 0.000356342351664306, 0.000529781392420393, -0.000558976000626403, 0.0156433937841979, -0.0211906894823613, -0.00369966301135725, 0.0158488843225528
1.07999997586012, -0.0111017021067775, -0.00263241550296013, 0.00471004317388036, -0.0138771276334719, -0.00902407443585729, -0.00608140985932498, 0.000297866911654927, 0.000676977331007983, -0.010135683098875, -0.00510656561666207, 0.0018936480331623, 0.000828636889223445, -0.00355360799917432, 0.00236706004145288, -0.000831323076788573, 0.00917270765089447, -0.00480452466958749, -0.000464120448546322, 0.0152878460848241, 0.00390406253276065, 0, 0, 0, 0, 0, 0.000741807557692945, -0.00101682378552811, 0.000264938038925521, 0.00370903778846472, -1.00781889096488E-05, 0.0138771276334719, -0.0191597575347323, -0.00236706004145288, 0.0144565230080355
